id,treat,voted06,voted08,voted09,voted10,voted11,voted12,voted13,voted14,age,race_afam,race_hispanic,race_other,race_white,female
386324,1,0,1,0,0,0,0,0,0,26,0,0,0,1,1
507948,1,1,1,0,0,0,0,0,0,29,0,0,0,1,1
9101,1,1,1,0,0,0,0,0,0,26,0,0,0,1,1
465360,1,0,0,0,0,0,0,0,1,22,0,0,0,1,1
922447,1,0,0,0,0,0,0,0,0,30,1,0,0,0,0
1876691,1,0,1,0,0,0,0,0,0,81,0,0,0,1,1
772735,1,1,1,0,0,0,0,0,0,63,0,0,0,1,1
1653585,1,0,0,0,0,0,0,0,0,23,0,0,0,1,1
1768983,1,0,0,0,0,0,0,0,0,28,0,0,0,1,1
1396475,1,0,0,0,0,0,0,0,0,65,0,0,0,1,1
1928795,1,1,1,0,1,0,0,0,0,26,0,0,0,1,0
2080695,1,0,0,0,0,0,0,0,0,27,0,0,0,1,1
121985,1,1,1,0,1,0,0,0,0,29,0,0,0,1,0
1424404,1,0,0,0,0,0,0,0,0,50,0,0,0,1,1
480497,1,0,0,0,1,0,0,0,0,36,0,0,0,1,1
81761,1,0,0,0,0,0,0,0,0,28,0,0,0,1,0
2005248,1,0,0,0,0,0,0,0,0,63,0,0,0,1,1
598843,1,0,0,0,0,0,0,0,0,23,0,0,0,1,0
2264524,1,1,1,0,0,0,0,0,1,48,0,0,1,0,1
1153755,0,0,0,0,0,0,0,0,0,25,0,0,0,1,1
566573,1,0,1,0,0,0,0,0,0,60,0,0,1,0,1
478212,1,1,1,0,1,0,0,0,0,28,0,0,0,1,0
1603878,1,0,1,0,1,0,0,0,0,28,0,0,0,1,1
2390099,1,0,1,0,0,0,0,0,0,90,0,0,0,1,1
2072851,1,0,0,0,0,0,0,0,0,42,0,0,0,1,1
65518,1,0,1,0,0,0,0,0,0,56,0,0,0,1,1
2244469,1,0,1,0,0,0,0,0,0,25,0,0,0,1,1
2377813,1,1,0,0,0,0,0,0,0,56,0,0,1,0,0
668292,1,0,0,0,0,0,0,0,1,69,0,0,1,0,1
300060,1,0,0,0,0,0,0,0,0,25,0,0,1,0,1
2214020,1,0,1,0,0,0,0,0,0,25,0,0,0,1,0
2151490,1,0,1,0,0,0,0,0,0,24,0,0,0,1,1
421524,1,1,1,0,1,0,0,0,0,86,1,0,0,0,1
2238567,1,0,0,0,0,0,0,0,0,56,0,0,1,0,1
320685,1,0,0,0,0,0,0,0,0,42,0,0,0,1,1
1897165,1,0,0,0,0,0,0,0,0,50,0,0,0,1,1
134549,1,0,0,0,0,0,0,0,0,25,0,0,1,0,0
961643,1,1,1,0,1,0,0,0,0,26,0,0,0,1,1
1515677,1,0,1,0,0,0,0,0,0,23,0,0,0,1,1
1862324,1,0,1,0,0,0,0,0,0,32,0,0,0,1,1
2192261,1,0,0,0,0,0,0,0,0,26,0,0,1,0,1
2259200,1,0,1,0,0,0,0,0,0,32,1,0,0,0,0
1022529,0,0,0,0,0,0,0,0,0,24,0,0,0,1,1
1562344,1,1,0,0,0,0,0,0,0,28,0,0,0,1,1
786950,1,0,0,0,0,0,0,0,1,24,0,0,0,1,0
776725,1,0,0,0,0,0,0,0,0,27,0,0,0,1,0
2210264,1,1,1,0,1,0,0,0,1,36,0,0,0,1,1
2393051,1,0,1,0,0,0,0,0,0,24,0,0,0,1,1
1829953,1,0,0,0,0,0,0,0,1,22,0,0,0,1,1
805021,1,1,0,0,0,0,0,0,0,75,0,0,0,1,1
2274234,1,0,0,0,0,0,0,0,0,31,0,0,0,1,1
1736289,1,0,0,0,0,0,0,0,0,29,0,0,0,1,0
1719837,1,0,1,0,0,0,0,0,0,27,0,0,1,0,1
236074,1,0,0,0,0,0,0,0,1,27,0,0,0,1,0
668828,1,1,0,0,0,0,0,0,0,85,0,0,0,1,1
1750252,1,0,0,0,0,0,0,0,0,48,0,0,1,0,1
1345543,1,0,1,0,0,0,0,0,1,32,0,0,0,1,1
96943,1,0,0,0,0,0,0,0,0,65,0,0,0,1,1
2127160,0,1,0,0,0,0,0,0,0,49,0,0,1,0,0
1964366,1,0,0,0,0,0,0,0,0,28,0,0,0,1,0
1545651,1,0,0,0,1,0,0,0,0,25,0,0,0,1,1
530742,1,0,0,0,0,0,0,0,0,28,0,0,0,1,1
1373181,1,0,0,0,0,0,0,0,0,29,0,0,0,1,0
309278,1,0,0,0,0,0,0,0,0,22,0,0,0,1,0
420986,1,1,0,0,0,0,0,0,0,53,0,0,0,1,1
29522,1,1,0,0,0,0,0,0,0,29,0,0,0,1,1
139019,1,0,0,0,0,0,0,0,0,23,0,0,0,1,0
394615,1,0,0,0,0,0,0,0,0,22,0,0,0,1,0
2116862,1,1,1,0,0,0,0,0,0,65,0,0,0,1,1
589005,1,0,1,0,1,0,0,0,0,41.814,0,0,0,1,1
875627,1,0,1,0,0,0,0,0,0,75,0,0,0,1,1
1763593,1,0,1,0,0,0,0,0,0,66,0,0,0,1,1
1560113,1,1,1,0,0,0,0,0,0,37,0,0,0,1,1
1053179,1,0,0,0,0,0,0,0,0,56,0,0,0,1,1
1274376,1,0,0,0,0,0,0,0,0,40,0,0,0,1,1
473561,0,0,0,0,0,0,0,0,1,28,0,0,0,1,0
995793,1,0,0,0,0,0,0,0,0,20,0,0,0,1,0
1635017,1,0,0,0,0,0,0,0,0,27,0,0,0,1,0
1134654,1,0,0,0,0,0,0,0,0,37,0,0,0,1,1
796365,1,0,0,0,0,0,0,0,0,53,0,0,0,1,1
2137535,1,0,0,0,0,0,0,0,0,25,0,0,0,1,0
607698,1,0,0,0,0,0,0,0,0,28,0,0,0,1,0
717670,1,0,0,0,0,0,0,0,0,29,0,0,0,1,1
753773,1,0,0,0,0,0,0,0,0,41,0,1,0,0,1
898821,1,0,0,0,0,0,0,0,0,23,0,0,0,1,1
1049460,1,0,0,0,0,0,0,0,0,29,0,0,0,1,0
295636,1,0,1,0,1,0,0,0,0,27,0,0,0,1,1
134341,1,0,0,0,0,0,0,0,0,26,0,0,0,1,0
588234,1,0,1,0,0,0,0,0,0,35,0,0,0,1,1
2155459,1,0,0,0,0,0,0,0,0,29,0,0,0,1,1
342884,1,0,0,0,0,0,0,0,1,57,0,0,0,1,1
2307382,1,0,1,0,1,0,0,0,0,38,0,0,0,1,1
1646715,1,1,1,0,0,0,0,0,1,62,0,0,1,0,0
1300379,1,0,0,0,0,0,0,0,0,26,0,0,0,1,1
2100517,1,0,0,0,0,0,0,0,0,21,0,0,1,0,1
2187511,1,0,0,0,0,0,0,0,0,29,0,0,0,1,1
1498833,1,0,0,0,0,0,0,0,1,26,0,0,0,1,0
1749440,1,0,1,0,0,0,0,0,0,26,0,0,0,1,1
933965,1,0,0,0,0,0,0,0,0,26,0,0,0,1,0
2058855,1,1,0,0,0,0,0,0,0,26,0,0,0,1,1
348031,1,0,1,0,0,0,0,0,0,24,0,0,0,1,1
936012,1,0,0,0,0,0,0,0,0,21,0,0,0,1,0
1639605,1,0,1,0,0,0,0,0,1,35,0,0,0,1,1
486219,1,0,0,0,0,0,0,0,0,49,0,0,0,1,1
1186726,1,0,0,0,0,0,0,0,0,34,0,0,1,0,1
1300690,1,0,0,0,0,0,0,0,0,31,0,0,0,1,1
2027944,1,0,0,0,0,0,0,0,0,30,0,0,0,1,1
1809303,1,0,0,0,0,0,0,0,0,27,0,0,0,1,0
250486,1,0,0,0,0,0,0,0,0,61,0,0,0,1,1
1153765,1,0,1,0,0,0,0,0,0,88,0,0,0,1,1
2414426,1,1,1,0,1,0,0,0,0,80,0,1,0,0,1
1395844,1,0,0,0,1,0,0,0,0,22,0,0,0,1,0
853333,1,0,1,0,0,0,0,0,0,28,0,0,0,1,1
749092,1,0,0,0,0,0,0,0,0,26,0,0,0,1,1
601285,0,0,1,0,0,0,0,0,0,57,0,1,0,0,1
256088,1,1,1,0,1,0,0,0,1,77,0,0,0,1,1
655489,1,0,0,0,0,0,0,0,0,24,0,0,0,1,0
1384553,1,0,0,0,0,0,0,0,0,37,0,0,1,0,1
1376071,1,0,0,0,0,0,0,0,0,32,0,1,0,0,0
347683,1,0,0,0,0,0,0,0,0,57,0,0,0,1,1
1303880,1,0,1,0,0,0,0,0,0,26,0,0,0,1,0
1460256,1,0,0,0,0,0,0,0,0,27,0,0,0,1,1
232115,1,1,0,0,0,0,0,0,0,36,1,0,0,0,1
600740,1,0,0,0,0,0,0,0,0,21,0,0,0,1,1
108555,1,0,0,0,0,0,0,0,0,43,0,0,0,1,1
32640,1,0,1,0,0,0,0,0,1,30,0,0,0,1,1
248599,0,1,0,0,0,0,0,0,0,33,0,0,0,1,1
361389,1,0,1,0,0,0,0,0,0,24,0,0,1,0,1
1404458,1,0,0,0,0,0,0,0,0,23,0,0,0,1,1
652860,1,1,0,0,0,0,0,0,1,32,0,0,0,1,1
161736,1,0,0,0,0,0,0,0,0,21,0,0,0,1,0
1336156,1,0,1,0,0,0,0,0,0,24,0,0,0,1,1
335043,1,1,1,0,1,0,0,0,0,28,0,0,0,1,1
308414,1,0,0,0,0,0,0,0,0,49,0,0,0,1,1
1650654,1,0,1,0,0,0,0,0,0,25,0,0,0,1,1
2346652,1,1,1,0,0,0,0,0,0,77,0,0,0,1,1
1454095,1,0,0,0,0,0,0,0,0,28,0,0,0,1,1
2065077,1,0,1,0,0,0,0,0,0,24,0,0,0,1,0
2222818,1,0,0,0,0,0,0,0,0,52,0,0,0,1,1
1211207,1,0,1,0,0,0,0,0,0,30,0,0,0,1,1
2368468,1,0,0,0,0,0,0,0,0,32,0,0,1,0,0
340456,1,1,0,0,0,0,0,0,0,80,0,0,0,1,1
1024115,1,0,0,0,0,0,0,0,0,29,0,0,0,1,1
1464845,1,0,1,0,0,0,0,0,0,39,0,0,1,0,0
1616976,1,0,1,0,0,0,0,0,0,78,0,0,0,1,1
197776,1,1,1,0,0,0,0,0,0,65,0,0,0,1,1
491929,1,1,1,0,0,0,0,0,0,78,0,0,0,1,1
2122853,1,0,0,0,0,0,0,0,0,28,0,0,0,1,1
2403594,1,0,0,0,0,0,0,0,0,22,0,0,0,1,1
490688,0,1,0,0,0,0,0,0,1,83,0,0,0,1,1
1223406,1,1,1,0,1,0,0,0,0,48,0,0,0,1,1
833709,1,1,0,0,0,0,0,0,0,84,0,1,0,0,1
1222456,1,0,1,0,0,0,0,0,0,27,0,0,0,1,0
2184610,0,0,1,0,0,0,0,0,0,30,0,0,0,1,1
25763,1,1,1,0,0,0,0,0,0,31,0,0,0,1,1
1133858,1,0,0,0,0,0,0,0,0,22,0,0,0,1,0
25218,1,0,1,0,0,0,0,0,0,27,0,0,0,1,1
408204,1,0,0,0,0,0,0,0,0,22,0,0,0,1,1
1502362,1,1,0,0,0,0,0,0,0,44,0,0,1,0,1
2149271,1,0,1,0,0,0,0,0,0,29,0,0,0,1,1
175662,0,0,1,0,0,0,0,0,0,24,0,0,0,1,0
396826,1,1,0,0,0,0,0,0,1,34,0,0,0,1,1
1770366,1,0,0,0,0,0,0,0,0,25,0,0,0,1,1
112548,1,0,1,0,0,0,0,0,0,24,0,0,0,1,1
683321,1,1,1,0,0,0,0,0,0,27,0,0,0,1,1
231800,1,0,1,0,0,0,0,0,0,37,0,0,1,0,0
354202,0,0,0,0,0,0,0,0,0,57,0,0,0,1,1
1918848,1,0,0,0,0,0,0,0,0,39,0,0,1,0,0
2087225,1,0,0,0,0,0,0,0,0,55,0,0,0,1,1
2144775,1,1,1,0,1,0,0,0,1,57,0,0,1,0,1
183292,1,1,1,0,1,0,0,0,0,46,0,0,0,1,1
2097119,1,1,1,0,0,0,0,0,0,47,0,0,0,1,1
323440,1,1,0,0,0,0,0,0,0,90,0,0,0,1,1
483157,1,1,1,0,0,0,0,0,0,26,0,0,0,1,0
1515418,1,0,0,0,0,0,0,0,0,21,0,0,0,1,0
1498959,1,0,0,0,0,0,0,0,0,34,0,0,1,0,0
384043,1,1,1,0,1,0,0,0,1,54,0,0,0,1,1
1596385,1,0,1,0,0,0,0,0,0,33,1,0,0,0,0
1467350,1,0,0,0,0,0,0,0,0,29,0,0,0,1,0
1849256,1,0,0,0,0,0,0,0,0,86,0,0,0,1,1
1540524,1,0,0,0,0,0,0,0,0,26,0,0,0,1,0
1326524,1,0,0,0,0,0,0,0,0,68,0,0,0,1,1
1527903,1,1,1,0,1,0,0,0,0,75,0,0,0,1,1
616148,1,1,0,0,0,0,0,0,0,30,0,0,0,1,1
331055,1,0,0,0,0,0,0,0,0,46,0,0,1,0,0
2120279,1,0,1,0,1,0,0,0,1,27,0,0,0,1,0
443666,1,0,1,0,0,0,0,0,0,41,1,0,0,0,1
1228410,1,0,1,0,0,0,0,0,0,34,1,0,0,0,0
2295839,1,0,0,0,0,0,0,0,0,70,0,0,0,1,1
2297605,1,1,0,0,0,0,0,0,0,33,0,0,0,1,1
2145456,1,0,0,0,0,0,0,0,0,39,0,0,0,1,1
1082342,1,0,0,0,0,0,0,0,0,84,0,0,0,1,1
1671972,1,1,0,0,0,0,0,0,0,34,0,0,0,1,1
831447,1,0,0,0,0,0,0,0,1,29,0,0,0,1,0
146102,1,0,0,0,0,0,0,0,0,40,0,0,0,1,1
116667,1,1,1,0,0,0,0,0,0,78,0,0,0,1,1
1886556,1,0,0,0,1,0,0,0,0,24,0,0,0,1,0
2371628,1,0,0,0,1,0,0,0,0,24,0,0,0,1,0
2120397,1,0,0,0,1,0,0,0,0,22,0,0,0,1,1
2196680,1,0,1,0,0,0,0,0,0,25,0,0,0,1,1
2271266,1,0,1,0,0,0,0,0,0,33,0,0,0,1,1
1620184,0,0,0,0,0,0,0,0,0,23,0,0,0,1,0
879285,1,0,0,0,0,0,0,0,0,51,0,0,0,1,1
626381,1,0,0,0,0,0,0,0,0,22,0,0,0,1,0
1518911,1,0,0,0,0,0,0,0,1,34,0,0,0,1,1
2144562,1,0,0,0,1,0,0,0,0,30,0,0,0,1,1
1353089,1,0,0,0,0,0,0,0,0,25,0,0,0,1,1
558933,1,0,1,0,1,0,0,0,0,29,0,0,0,1,0
442282,1,0,0,0,0,0,0,0,0,27,0,0,0,1,0
1156485,1,0,0,0,0,0,0,0,0,60,0,0,0,1,1
1716798,1,0,0,0,0,0,0,0,0,74,0,0,0,1,1
666006,1,0,1,0,0,0,0,0,0,26,0,0,0,1,1
645504,1,0,0,0,0,0,0,0,0,83,0,0,0,1,1
2379309,1,0,0,0,0,0,0,0,0,36,0,0,1,0,1
246295,1,0,0,0,0,0,0,0,0,22,0,0,0,1,0
1713596,1,0,0,0,0,0,0,0,0,23,0,0,0,1,1
1876947,0,0,0,0,0,0,0,0,0,46,1,0,0,0,0
2171642,1,1,1,0,0,0,0,0,0,31,0,0,0,1,1
765499,1,0,0,0,1,0,0,0,0,80,1,0,0,0,1
1239567,1,0,0,0,0,0,0,0,0,26,0,0,1,0,1
1192111,1,1,1,0,0,0,0,0,0,33,0,0,0,1,1
1072084,1,0,0,0,0,0,0,0,0,28,0,0,0,1,1
532384,1,0,0,0,0,0,0,0,1,21,0,0,0,1,1
275684,1,1,1,0,1,0,0,0,1,51,0,0,0,1,1
42349,1,0,0,0,0,0,0,0,0,74,0,0,0,1,1
556547,1,0,0,0,0,0,0,0,0,61,0,0,1,0,0
1742585,1,0,0,0,0,0,0,0,0,26,0,0,1,0,0
1723144,1,0,1,0,0,0,0,0,0,24,0,0,0,1,1
760131,1,0,1,0,1,0,0,0,0,69,0,0,0,1,1
128269,1,0,0,0,0,0,0,0,0,26,0,0,0,1,1
1108422,1,0,0,0,0,0,0,0,0,52,0,0,0,1,1
1785613,1,0,0,0,0,0,0,0,0,22,0,0,0,1,0
885657,1,0,0,0,0,0,0,0,0,67,0,0,0,1,1
697218,1,0,1,0,0,0,0,0,0,39,0,0,0,1,1
1965761,1,0,0,0,0,0,0,0,0,32,0,0,0,1,1
953841,1,1,0,0,0,0,0,0,0,45,0,0,0,1,1
830177,1,0,0,0,0,0,0,0,0,20,0,0,0,1,1
434742,1,0,1,0,0,0,0,0,0,56,0,0,0,1,1
1181007,1,0,0,0,0,0,0,0,0,51,0,0,0,1,1
2356575,1,0,1,0,0,0,0,0,1,25,0,0,0,1,1
1513991,1,0,1,0,0,0,0,0,0,28,0,0,0,1,1
1089327,1,1,1,0,0,0,0,0,0,33,0,0,0,1,1
2308325,1,1,1,0,0,0,0,0,0,28,0,0,0,1,0
1699541,1,1,1,0,0,0,0,0,0,28,0,0,0,1,0
1645645,0,1,0,0,0,0,0,0,0,27,0,0,0,1,1
1443832,1,0,1,0,1,0,0,0,0,24,0,0,0,1,0
76685,1,0,0,0,0,0,0,0,0,35,1,0,0,0,0
1607305,1,0,0,0,0,0,0,0,0,81,0,0,0,1,1
2273250,1,1,0,0,0,0,0,0,0,28,0,0,0,1,0
533802,1,0,0,0,0,0,0,0,1,26,0,0,0,1,0
1792481,1,0,0,0,0,0,0,0,0,23,0,0,0,1,1
2164887,1,0,1,0,0,0,0,0,0,25,0,0,0,1,1
906302,1,0,0,0,0,0,0,0,0,52,0,0,1,0,0
411001,1,0,0,0,0,0,0,0,0,24,0,0,0,1,0
2147382,1,0,1,0,1,0,0,0,0,63,0,0,0,1,1
1841967,1,1,1,0,1,0,0,0,1,59,0,0,0,1,1
18071,1,0,1,0,0,0,0,0,0,77,0,0,1,0,0
681378,1,0,0,0,0,0,0,0,0,58,0,0,0,1,1
214784,1,0,0,0,0,0,0,0,0,64,0,0,1,0,1
