bl_id,vf_age,vf_vote_gen_12,vf_vote_gen_16,vf_vote_gen_18,vf_vote_gen_20,vf_female,vf_white,voted_2022,treat
8178,73,0,1,0,1,1,1,0,"Control"
8179,58,0,0,0,1,1,1,0,"BothMailers"
8180,27,0,0,0,1,1,1,0,"HowToOnly"
8181,29,1,1,1,1,0,1,1,"Control"
8182,37,0,0,1,1,0,1,0,"Control"
8183,68,1,1,1,1,1,1,1,"BothMailers"
8184,59,1,1,1,1,1,1,1,"BothMailers"
8186,43,1,1,0,1,0,1,1,"BothMailers"
8187,59,1,1,1,1,1,1,0,"BothMailers"
8188,50,0,0,0,0,1,1,0,"HowToOnly"
8189,26,1,1,1,1,0,1,0,"BothMailers"
8190,28,0,1,0,1,1,1,0,"BothMailers"
8192,76,1,1,1,0,0,1,1,"Control"
8193,69,1,1,1,1,1,1,1,"BothMailers"
8194,56,0,1,0,0,1,1,0,"HowToOnly"
8195,75,1,1,0,1,1,1,0,"HowToOnly"
8196,60,1,1,0,1,1,1,0,"BothMailers"
8197,28,0,0,0,1,1,1,0,"HowToOnly"
8198,44,1,1,1,1,0,1,1,"BothMailers"
8199,61,1,1,1,1,0,1,1,"HowToOnly"
8200,71,0,0,0,1,0,1,0,"BothMailers"
8201,32,0,0,1,1,1,1,0,"BothMailers"
8202,50,0,0,0,0,1,1,1,"BothMailers"
8203,50,0,0,0,0,1,1,0,"BothMailers"
8204,50,0,0,0,0,1,1,1,"Control"
8205,50,0,0,0,0,1,1,0,"Control"
8207,50,0,0,0,0,1,1,1,"HowToOnly"
8208,50,0,0,0,0,1,1,0,"HowToOnly"
8209,50,0,0,0,0,1,1,1,"Control"
8210,50,0,0,0,0,1,1,0,"HowToOnly"
8211,50,0,0,0,0,1,1,0,"HowToOnly"
8212,55,0,0,0,1,1,1,1,"HowToOnly"
8213,23,0,0,0,0,0,1,0,"HowToOnly"
8214,38,1,1,1,1,0,1,1,"Control"
8215,24,0,1,0,1,0,1,0,"Control"
8216,50,0,1,0,0,1,1,0,"HowToOnly"
8217,66,1,0,0,1,1,1,0,"HowToOnly"
8218,50,0,0,0,1,1,1,0,"BothMailers"
8220,61,0,0,0,1,1,1,0,"HowToOnly"
8221,40,1,0,0,0,0,1,0,"BothMailers"
8222,34,1,1,1,1,1,1,0,"BothMailers"
8223,20,0,0,0,1,0,0,1,"BothMailers"
8224,80,0,0,0,1,1,1,0,"HowToOnly"
8225,59,1,1,1,1,0,1,1,"HowToOnly"
8228,50,0,0,0,1,1,1,0,"HowToOnly"
8229,74,0,0,0,1,1,1,1,"BothMailers"
8230,31,0,1,0,1,1,1,1,"Control"
8231,72,0,1,0,1,1,1,0,"HowToOnly"
8232,27,1,1,1,1,1,1,0,"BothMailers"
8233,32,1,1,1,0,0,1,0,"HowToOnly"
8234,33,1,1,1,1,0,1,0,"BothMailers"
8235,44,0,0,0,1,1,1,0,"Control"
8236,43,0,0,0,1,0,1,0,"BothMailers"
8238,62,0,0,0,1,1,1,0,"HowToOnly"
8239,38,1,1,1,1,1,1,0,"HowToOnly"
8240,74,0,0,0,1,0,0,0,"Control"
8241,21,0,0,0,1,1,1,0,"BothMailers"
8242,50,0,0,0,1,1,1,1,"BothMailers"
8243,31,0,0,0,1,0,1,0,"HowToOnly"
8244,91,0,0,0,1,1,1,0,"Control"
8245,39,1,1,1,1,0,1,1,"BothMailers"
8246,50,0,0,0,0,1,1,0,"BothMailers"
8248,50,0,0,0,0,1,1,0,"Control"
8249,50,0,0,0,0,1,1,0,"BothMailers"
8250,50,0,0,0,0,1,1,0,"HowToOnly"
8251,50,0,0,0,0,1,1,0,"HowToOnly"
8252,50,0,0,0,0,1,1,0,"HowToOnly"
8254,50,0,0,0,0,1,1,1,"HowToOnly"
8255,50,0,0,0,0,1,1,0,"HowToOnly"
8256,40,1,1,0,0,1,1,1,"HowToOnly"
8257,27,0,0,0,0,1,1,1,"HowToOnly"
8258,51,1,1,1,0,0,1,1,"Control"
8260,41,0,0,0,0,0,1,0,"BothMailers"
8261,41,1,0,0,0,1,1,0,"Control"
8262,44,0,1,0,0,1,1,1,"Control"
8263,82,1,1,1,1,1,1,0,"BothMailers"
8264,48,1,1,0,1,1,1,1,"HowToOnly"
8265,27,0,1,0,1,1,1,0,"Control"
8269,50,0,0,0,1,1,1,1,"HowToOnly"
8270,37,1,1,0,1,0,1,1,"HowToOnly"
8271,34,0,1,1,1,0,1,0,"BothMailers"
8273,41,1,1,1,1,0,1,0,"HowToOnly"
8274,50,1,1,1,1,1,1,1,"BothMailers"
8275,59,1,1,1,1,0,1,1,"HowToOnly"
8277,31,1,0,0,1,1,1,1,"HowToOnly"
8278,50,0,1,0,1,1,1,0,"HowToOnly"
8279,50,0,0,0,0,0,1,0,"HowToOnly"
8280,71,0,1,1,1,0,1,0,"HowToOnly"
8281,72,1,0,0,0,1,1,0,"HowToOnly"
8282,39,0,0,0,0,0,1,0,"HowToOnly"
8283,53,0,1,1,1,0,1,0,"BothMailers"
8284,44,0,1,0,1,0,1,0,"HowToOnly"
8285,71,1,1,0,1,0,1,1,"BothMailers"
8286,20,0,0,0,0,1,1,0,"BothMailers"
8287,45,1,0,0,1,1,1,0,"HowToOnly"
8288,38,0,0,0,0,1,1,0,"Control"
8289,25,0,1,1,1,1,1,1,"HowToOnly"
8290,19,0,0,0,0,1,1,0,"BothMailers"
8291,25,0,0,0,0,0,1,0,"Control"
8294,78,0,1,0,0,1,1,0,"BothMailers"
8295,66,0,1,0,1,1,1,0,"Control"
8296,50,0,1,1,1,0,1,1,"BothMailers"
8297,61,0,1,1,1,1,1,0,"HowToOnly"
8298,88,1,1,1,1,1,1,1,"HowToOnly"
8300,65,0,0,0,1,1,1,1,"Control"
8301,59,0,1,0,0,0,1,0,"HowToOnly"
8302,26,0,1,0,1,0,1,0,"Control"
8303,23,0,1,1,1,1,1,0,"BothMailers"
8305,24,0,0,0,1,0,1,1,"HowToOnly"
8307,28,0,1,1,1,0,0,1,"HowToOnly"
8308,84,1,1,1,1,0,1,1,"HowToOnly"
8310,34,0,0,0,0,1,1,0,"BothMailers"
8311,64,1,1,1,1,1,1,0,"HowToOnly"
8312,44,1,0,1,1,1,1,1,"BothMailers"
8314,60,0,0,0,1,1,1,0,"BothMailers"
8315,77,0,0,0,1,0,1,0,"HowToOnly"
8316,26,0,1,0,1,1,0,0,"Control"
8317,55,0,0,0,1,1,1,0,"Control"
8318,71,0,0,0,0,1,1,0,"Control"
8319,35,0,1,1,0,1,1,0,"HowToOnly"
8321,31,1,1,1,0,0,1,1,"BothMailers"
8322,62,1,1,1,0,1,1,1,"HowToOnly"
8323,22,0,0,0,0,1,0,1,"HowToOnly"
8324,45,0,1,1,1,1,1,0,"Control"
8325,43,0,1,0,0,1,1,0,"HowToOnly"
8326,39,0,1,0,0,0,1,0,"HowToOnly"
8327,74,0,1,0,1,1,1,0,"BothMailers"
8328,64,0,0,0,1,0,1,1,"HowToOnly"
8330,74,1,1,1,1,1,1,1,"HowToOnly"
8331,76,1,1,1,0,0,1,0,"BothMailers"
8332,31,1,1,0,0,1,0,0,"HowToOnly"
8333,34,0,0,0,1,1,1,1,"BothMailers"
8334,46,0,1,0,0,0,1,0,"BothMailers"
8335,31,1,1,0,0,1,1,0,"HowToOnly"
8336,50,0,0,0,1,0,1,0,"BothMailers"
8337,51,0,0,0,1,0,1,1,"BothMailers"
8339,50,0,0,0,0,1,1,0,"Control"
8340,33,0,1,0,0,0,1,1,"Control"
8341,35,1,1,0,1,1,1,0,"BothMailers"
8342,58,0,1,0,0,1,1,0,"Control"
8343,49,1,1,1,0,1,1,1,"HowToOnly"
8344,48,1,1,1,1,0,1,0,"HowToOnly"
8348,19,0,0,0,0,1,1,1,"HowToOnly"
8349,74,0,0,0,0,0,1,0,"BothMailers"
8350,24,0,0,0,1,1,1,0,"HowToOnly"
8351,32,0,1,0,1,1,1,0,"BothMailers"
8354,67,0,1,0,0,1,1,1,"BothMailers"
8355,81,0,1,0,0,1,1,0,"HowToOnly"
8356,63,0,0,0,1,0,1,0,"HowToOnly"
8357,78,1,0,1,1,1,1,1,"Control"
8358,79,0,1,1,1,1,1,1,"HowToOnly"
8359,25,0,1,0,1,0,1,0,"Control"
8360,65,0,0,0,0,0,1,1,"BothMailers"
8361,29,1,1,0,1,0,1,0,"HowToOnly"
8362,45,0,1,1,0,0,1,0,"BothMailers"
8363,34,1,1,0,0,0,1,1,"Control"
8364,70,1,0,0,1,0,1,0,"HowToOnly"
8365,59,0,0,1,1,0,1,0,"BothMailers"
8366,22,0,0,0,1,0,1,1,"BothMailers"
8367,68,0,1,1,1,0,1,0,"BothMailers"
8368,73,1,1,0,1,1,0,0,"BothMailers"
8369,43,0,0,0,0,1,1,0,"BothMailers"
8373,49,1,1,1,0,1,1,1,"HowToOnly"
8374,50,0,0,0,0,1,1,1,"Control"
8375,68,1,1,0,1,1,1,1,"Control"
8376,53,0,0,0,1,0,0,0,"BothMailers"
8377,24,0,0,0,1,1,1,1,"HowToOnly"
8378,30,0,0,1,1,1,1,1,"BothMailers"
8379,59,0,0,0,1,1,1,0,"HowToOnly"
8380,38,1,1,1,1,0,1,1,"Control"
8381,21,0,0,1,1,1,1,0,"HowToOnly"
8382,49,1,1,1,1,1,1,0,"HowToOnly"
8383,40,0,1,1,1,1,1,0,"HowToOnly"
8384,63,0,0,0,1,1,1,0,"Control"
8385,58,0,1,1,1,0,1,1,"HowToOnly"
8386,45,0,0,0,1,0,1,0,"BothMailers"
8387,79,1,0,0,1,1,1,0,"HowToOnly"
8388,34,0,1,0,0,0,1,0,"BothMailers"
8389,19,0,0,0,0,1,1,0,"BothMailers"
8390,23,0,0,1,1,1,1,0,"HowToOnly"
8391,77,0,0,0,1,0,1,0,"HowToOnly"
8392,40,1,0,0,1,0,1,0,"BothMailers"
8393,61,1,1,0,1,1,1,1,"HowToOnly"
8394,59,1,1,1,1,1,1,1,"HowToOnly"
8395,87,1,0,1,1,0,1,1,"Control"
8397,69,1,1,1,1,0,1,0,"Control"
8398,30,0,1,1,1,1,1,0,"BothMailers"
8399,37,1,1,1,0,1,1,0,"BothMailers"
8400,62,0,1,0,1,1,1,0,"Control"
8401,58,1,0,0,0,1,0,0,"BothMailers"
8402,49,0,0,0,0,1,1,1,"BothMailers"
8403,23,0,0,0,1,1,1,0,"HowToOnly"
8404,65,1,1,0,1,0,1,0,"BothMailers"
8406,72,0,0,0,1,0,1,1,"HowToOnly"
8407,48,0,1,0,1,1,1,0,"BothMailers"
8408,54,0,0,0,0,0,1,0,"BothMailers"
8409,76,1,1,0,1,1,1,1,"BothMailers"
8410,22,0,0,0,1,0,1,1,"HowToOnly"
8411,56,0,1,1,1,0,1,1,"BothMailers"
8412,45,1,0,0,1,0,0,0,"Control"
8414,24,0,0,1,0,1,1,1,"HowToOnly"
8415,39,1,1,0,1,1,1,0,"HowToOnly"
8417,29,0,0,1,1,0,1,1,"Control"
8418,28,1,1,1,1,0,1,1,"HowToOnly"
8420,62,1,1,1,1,0,1,1,"Control"
8421,51,0,0,1,1,0,1,1,"Control"
8422,61,1,1,1,1,1,1,0,"HowToOnly"
8423,31,1,0,0,0,0,1,0,"BothMailers"
8425,73,1,1,1,1,0,1,1,"BothMailers"
8426,86,1,1,0,1,0,1,1,"HowToOnly"
8427,55,0,1,0,0,0,1,0,"Control"
8428,70,0,0,0,1,1,1,1,"BothMailers"
8429,25,0,1,0,1,1,1,1,"HowToOnly"
8430,86,0,1,1,1,0,1,1,"HowToOnly"
8432,68,1,1,1,1,0,1,1,"HowToOnly"
8433,23,0,0,0,1,0,1,1,"BothMailers"
8434,73,0,0,0,1,0,1,1,"BothMailers"
8435,63,1,1,1,0,1,1,1,"Control"
8436,34,1,1,1,1,1,1,0,"HowToOnly"
8437,40,0,0,0,1,1,1,0,"BothMailers"
8438,74,0,1,0,0,1,1,1,"HowToOnly"
8439,27,0,0,0,1,0,1,1,"HowToOnly"
8440,59,1,1,1,1,0,0,0,"HowToOnly"
8441,74,1,1,0,1,0,1,1,"HowToOnly"
8444,44,0,0,0,1,1,1,1,"HowToOnly"
8446,81,1,1,0,1,0,1,1,"Control"
8447,36,0,0,0,0,1,1,0,"Control"
8448,91,1,0,0,0,0,1,0,"BothMailers"
8449,26,0,1,0,1,1,1,1,"BothMailers"
8450,69,1,1,0,1,1,1,0,"HowToOnly"
8451,50,0,0,0,0,1,1,1,"BothMailers"
8452,50,0,0,0,0,1,1,0,"BothMailers"
8453,50,0,0,0,0,1,1,0,"HowToOnly"
8454,50,0,0,0,0,1,1,0,"HowToOnly"
8455,37,0,1,0,1,0,1,0,"BothMailers"
8456,32,0,0,0,0,0,1,0,"BothMailers"
8457,64,1,1,0,1,0,0,1,"BothMailers"
8458,70,1,0,0,0,0,0,1,"Control"
8459,51,0,0,1,0,1,1,0,"Control"
8460,42,1,1,0,1,0,1,1,"Control"
8462,50,1,1,0,1,1,1,0,"HowToOnly"
8463,50,0,1,0,1,1,1,0,"BothMailers"
8464,29,0,1,0,0,0,1,0,"BothMailers"
8465,69,0,0,0,1,0,1,1,"BothMailers"
8466,26,0,0,0,0,1,1,1,"BothMailers"
8467,61,1,1,0,1,1,1,0,"HowToOnly"
8468,49,0,0,0,0,0,1,0,"HowToOnly"
8469,63,1,1,1,1,0,1,1,"Control"
8470,43,1,1,1,1,1,1,1,"HowToOnly"
8471,31,0,0,0,0,0,1,0,"BothMailers"
8472,68,1,1,1,0,0,1,1,"BothMailers"
8473,76,0,1,1,0,1,1,0,"HowToOnly"
8474,39,0,0,0,0,0,1,0,"BothMailers"
8475,51,1,1,1,1,0,1,1,"BothMailers"
8477,50,0,0,0,0,1,1,0,"HowToOnly"
8478,51,0,1,1,1,0,1,1,"BothMailers"
8479,31,1,1,0,1,0,1,1,"HowToOnly"
8480,31,0,1,1,1,0,1,1,"HowToOnly"
8481,45,0,1,0,0,1,1,0,"HowToOnly"
8484,36,0,0,0,0,1,1,0,"BothMailers"
8485,67,1,1,1,1,0,1,1,"HowToOnly"
8486,48,1,1,0,1,1,1,0,"BothMailers"
8487,67,1,1,1,1,1,1,1,"HowToOnly"
8488,55,1,1,1,0,1,1,0,"Control"
8489,31,0,1,0,0,1,1,1,"BothMailers"
8490,36,0,1,1,1,1,1,0,"HowToOnly"
8491,37,0,0,0,0,0,1,0,"BothMailers"
8492,33,0,0,0,0,0,1,0,"Control"
8493,70,0,0,0,0,0,1,0,"HowToOnly"
8494,54,1,1,0,1,1,1,1,"Control"
8495,53,1,1,0,1,0,1,1,"BothMailers"
8496,77,1,0,0,1,1,1,0,"BothMailers"
8497,73,0,1,1,1,0,1,0,"BothMailers"
8498,73,0,1,0,0,1,1,0,"HowToOnly"
8499,65,0,1,0,1,1,1,0,"Control"
8500,52,0,0,0,1,0,1,0,"Control"
8502,20,0,0,0,1,1,1,0,"HowToOnly"
8503,24,0,0,1,1,0,1,1,"BothMailers"
8505,40,0,1,1,0,1,1,0,"HowToOnly"
8506,71,1,1,1,1,1,1,1,"HowToOnly"
8507,20,0,0,0,1,0,0,0,"BothMailers"
8508,29,1,1,0,0,1,1,0,"HowToOnly"
8510,74,0,0,1,0,1,1,0,"Control"
8511,56,0,0,0,0,0,1,0,"BothMailers"
8512,64,0,0,0,1,0,1,0,"BothMailers"
8513,63,1,1,0,1,1,1,0,"HowToOnly"
8514,47,0,1,0,1,1,0,0,"BothMailers"
8515,47,0,0,0,1,1,1,0,"Control"
8516,41,1,1,1,0,0,1,0,"HowToOnly"
8517,52,0,0,0,0,0,1,0,"Control"
8518,75,1,1,0,1,0,1,0,"HowToOnly"
8519,84,1,1,1,1,1,1,1,"BothMailers"
8520,71,1,0,1,1,0,1,0,"HowToOnly"
8521,59,1,1,1,1,0,1,1,"Control"
8522,72,0,1,0,1,1,1,0,"Control"
8523,57,1,1,1,1,1,1,1,"BothMailers"
8524,35,0,0,0,0,0,1,1,"BothMailers"
8525,63,0,0,0,0,1,1,1,"HowToOnly"
8527,24,0,1,0,1,1,1,1,"BothMailers"
8528,68,0,1,1,1,1,1,1,"HowToOnly"
8529,58,0,0,1,0,1,1,0,"BothMailers"
8530,50,0,0,0,1,1,1,0,"BothMailers"
8532,68,1,1,1,1,1,1,1,"HowToOnly"
8534,60,0,0,0,0,0,1,0,"HowToOnly"
8535,50,0,0,1,1,1,1,1,"HowToOnly"
8537,49,0,0,0,0,0,1,0,"BothMailers"
8538,23,0,0,0,1,1,1,0,"BothMailers"
8539,49,0,1,0,0,0,1,0,"BothMailers"
8540,50,0,0,0,0,0,1,0,"HowToOnly"
8541,32,0,0,0,1,0,1,0,"HowToOnly"
8543,50,0,0,0,0,1,1,0,"HowToOnly"
8544,50,0,0,0,0,1,1,0,"HowToOnly"
8545,50,0,0,0,0,1,1,0,"BothMailers"
8546,50,0,0,0,0,1,1,0,"BothMailers"
8547,50,0,0,0,0,1,1,1,"HowToOnly"
8548,50,0,0,0,0,1,1,0,"Control"
8559,26,0,0,0,1,1,1,0,"BothMailers"
8560,43,1,0,0,0,1,1,0,"Control"
8561,28,0,0,0,0,1,1,0,"BothMailers"
8562,50,0,0,0,1,0,1,0,"HowToOnly"
8563,74,1,0,0,0,0,1,0,"Control"
8564,25,0,1,0,0,1,1,1,"BothMailers"
8565,91,0,1,1,1,0,1,0,"Control"
8566,81,0,1,1,0,0,1,0,"HowToOnly"
8567,43,1,1,1,1,1,1,0,"HowToOnly"
8569,79,1,1,1,0,0,1,0,"HowToOnly"
8570,34,0,1,0,0,0,1,0,"Control"
8571,53,0,1,0,1,1,1,0,"HowToOnly"
8572,44,1,0,0,0,1,0,1,"BothMailers"
8573,39,1,0,0,1,0,1,0,"Control"
8574,46,0,1,0,0,1,1,0,"HowToOnly"
8575,77,1,1,1,1,0,0,1,"BothMailers"
8576,81,0,0,0,1,0,1,0,"Control"
8578,30,1,1,0,0,1,1,0,"Control"
8579,45,0,0,0,1,0,1,1,"BothMailers"
8581,71,1,1,1,1,0,1,0,"Control"
8582,29,0,1,0,0,0,1,0,"HowToOnly"
8583,75,1,1,1,1,1,1,0,"HowToOnly"
8585,69,0,1,1,1,1,1,1,"BothMailers"
8587,50,0,0,0,0,1,1,1,"HowToOnly"
8588,50,0,0,0,0,1,1,0,"HowToOnly"
8593,23,0,1,0,0,0,1,1,"HowToOnly"
8601,36,1,1,0,1,1,1,0,"BothMailers"
8602,32,0,1,1,1,0,1,1,"BothMailers"
8603,46,0,1,0,0,1,1,0,"BothMailers"
8604,38,1,1,0,0,1,1,0,"HowToOnly"
8605,40,1,1,1,1,0,1,1,"HowToOnly"
8606,22,0,0,1,1,0,1,0,"Control"
8607,82,1,1,1,1,0,1,1,"BothMailers"
8608,33,1,1,0,0,1,1,1,"HowToOnly"
8609,63,1,1,0,0,0,0,0,"HowToOnly"
8610,61,0,1,1,1,0,1,0,"BothMailers"
8611,82,1,1,1,0,0,1,0,"HowToOnly"
8613,71,0,0,0,1,1,1,0,"BothMailers"
8615,26,0,0,0,1,1,1,0,"BothMailers"
8616,76,0,1,0,1,1,1,1,"BothMailers"
8618,71,1,1,0,1,1,1,0,"Control"
8619,53,1,1,0,0,0,1,0,"Control"
8620,73,0,1,1,0,0,1,0,"Control"
8621,27,1,1,1,1,1,1,0,"HowToOnly"
8622,60,1,1,1,1,0,1,1,"HowToOnly"
8623,58,1,1,1,1,1,1,1,"HowToOnly"
8624,68,1,1,0,1,0,1,0,"HowToOnly"
8626,78,1,1,0,1,0,1,0,"BothMailers"
8627,49,1,1,1,1,0,1,1,"HowToOnly"
8628,61,0,1,1,1,0,1,1,"BothMailers"
8629,23,0,1,0,1,1,1,0,"HowToOnly"
8631,41,0,0,0,1,1,1,0,"Control"
8632,49,1,0,0,0,1,1,0,"BothMailers"
8633,51,0,1,1,1,1,1,1,"HowToOnly"
8635,64,1,1,1,1,1,1,1,"BothMailers"
8636,67,0,1,0,1,0,1,0,"HowToOnly"
8637,25,0,0,0,1,1,1,0,"BothMailers"
8638,28,0,0,0,1,1,1,1,"BothMailers"
8639,63,1,1,1,1,0,1,1,"HowToOnly"
8640,39,1,0,0,0,1,1,0,"BothMailers"
8644,59,1,1,1,1,1,1,0,"Control"
8645,83,0,0,0,1,1,1,0,"HowToOnly"
8646,70,1,1,0,1,0,1,1,"BothMailers"
8648,49,1,1,0,1,0,1,0,"Control"
8649,36,0,0,0,1,1,1,0,"HowToOnly"
8650,87,0,0,0,1,0,1,1,"Control"
8651,68,1,1,1,1,1,1,0,"Control"
8653,56,1,1,1,1,1,1,0,"HowToOnly"
8654,22,0,0,0,1,1,1,0,"BothMailers"
8655,53,1,1,1,1,1,1,1,"HowToOnly"
8657,42,0,1,1,1,1,1,1,"BothMailers"
8658,50,0,0,0,0,1,1,1,"HowToOnly"
8660,51,1,1,1,1,0,1,0,"BothMailers"
8661,50,1,1,0,1,0,1,0,"Control"
8662,75,1,1,1,0,1,1,1,"Control"
8663,33,1,0,0,0,0,1,0,"HowToOnly"
8664,45,1,1,1,1,0,1,0,"HowToOnly"
8665,58,1,1,1,1,0,1,1,"HowToOnly"
8666,61,1,1,0,1,1,1,0,"HowToOnly"
8669,74,0,0,0,1,1,1,0,"BothMailers"
8670,25,0,1,0,1,1,1,0,"HowToOnly"
8672,75,0,1,1,1,0,1,1,"BothMailers"
8673,26,0,0,1,1,1,1,0,"HowToOnly"
8674,25,0,0,0,1,0,1,0,"BothMailers"
8675,67,0,1,1,1,0,1,1,"BothMailers"
8676,55,1,1,1,1,0,1,1,"HowToOnly"
8678,46,1,1,0,1,1,1,1,"HowToOnly"
8679,64,0,1,0,0,1,1,0,"BothMailers"
8681,76,0,0,0,1,1,1,1,"HowToOnly"
8682,77,0,1,1,1,1,1,0,"BothMailers"
8684,50,0,0,0,0,1,1,0,"BothMailers"
8686,50,0,0,0,0,1,1,0,"BothMailers"
8687,50,0,0,0,0,1,1,0,"HowToOnly"
8688,50,0,0,0,0,1,1,0,"BothMailers"
8689,50,0,0,0,0,1,1,0,"HowToOnly"
8690,50,0,0,0,0,1,1,0,"BothMailers"
8691,50,0,0,0,0,1,1,1,"HowToOnly"
8692,50,0,0,0,0,1,1,1,"BothMailers"
8693,33,1,1,1,1,1,1,1,"BothMailers"
8694,45,1,1,1,1,1,1,1,"BothMailers"
8697,62,0,0,0,1,1,1,0,"HowToOnly"
8698,78,0,1,1,1,0,1,1,"Control"
8699,23,0,1,1,1,0,1,0,"Control"
8700,23,0,1,0,1,1,1,0,"HowToOnly"
8701,46,1,1,1,1,1,1,1,"BothMailers"
8702,49,1,1,0,1,0,1,1,"BothMailers"
8703,79,1,1,0,1,1,1,1,"BothMailers"
8704,39,0,1,0,1,1,1,1,"HowToOnly"
8705,79,1,1,0,1,1,1,0,"HowToOnly"
8706,50,0,0,0,0,1,1,1,"HowToOnly"
8707,50,0,0,0,0,1,1,1,"HowToOnly"
8709,50,0,0,0,0,1,1,1,"HowToOnly"
8710,50,0,0,0,0,1,1,0,"BothMailers"
8711,50,0,0,0,0,1,1,0,"BothMailers"
8712,50,0,0,0,0,1,1,0,"BothMailers"
8713,50,0,0,0,0,1,1,1,"HowToOnly"
8714,50,0,0,0,0,1,1,1,"Control"
8715,50,0,0,0,0,1,1,1,"BothMailers"
8716,50,0,0,0,0,1,1,0,"BothMailers"
8717,50,0,0,0,0,1,1,1,"BothMailers"
8718,50,0,0,0,0,1,1,0,"BothMailers"
8719,50,0,0,0,0,1,1,0,"HowToOnly"
8720,50,0,0,0,0,1,1,0,"HowToOnly"
8721,28,1,1,0,0,0,1,1,"BothMailers"
8722,70,0,0,1,1,1,1,1,"HowToOnly"
8723,35,0,1,1,1,1,0,0,"BothMailers"
8724,79,0,1,0,1,1,1,1,"HowToOnly"
8726,30,0,1,0,1,1,1,0,"BothMailers"
8727,24,0,1,1,1,1,1,0,"HowToOnly"
8728,69,0,0,0,1,0,1,0,"BothMailers"
8730,53,1,0,0,0,1,1,0,"HowToOnly"
8731,82,1,1,1,1,1,1,1,"Control"
8732,50,1,1,0,0,1,1,0,"BothMailers"
8733,76,0,0,0,1,1,1,1,"BothMailers"
8734,50,0,0,0,0,1,1,0,"HowToOnly"
8736,50,0,0,0,0,1,1,0,"BothMailers"
8737,50,0,0,0,0,1,1,0,"HowToOnly"
8739,50,0,0,0,0,1,1,0,"BothMailers"
8740,50,0,0,0,0,1,1,0,"HowToOnly"
8742,52,0,1,0,0,0,1,0,"HowToOnly"
8743,20,0,0,1,1,0,1,1,"BothMailers"
8746,65,1,1,0,0,1,1,0,"BothMailers"
8747,63,0,0,0,1,1,1,0,"BothMailers"
8748,44,1,1,1,1,1,1,1,"HowToOnly"
8749,50,1,0,0,0,1,1,0,"HowToOnly"
8750,40,1,1,1,1,0,1,0,"BothMailers"
8751,57,1,1,1,1,0,1,0,"HowToOnly"
8752,48,0,0,0,0,0,1,0,"BothMailers"
8753,50,1,1,0,0,0,1,0,"HowToOnly"
8754,58,0,0,0,1,1,1,0,"Control"
8755,50,0,0,0,0,1,1,0,"BothMailers"
8756,50,0,0,0,0,1,1,0,"HowToOnly"
8757,50,0,0,0,0,1,1,0,"HowToOnly"
8758,50,0,0,0,0,1,1,0,"HowToOnly"
8759,50,0,0,0,0,1,1,0,"HowToOnly"
8760,50,0,0,0,0,1,1,0,"BothMailers"
8762,50,0,0,0,0,1,1,0,"HowToOnly"
8763,50,0,0,0,0,1,1,0,"HowToOnly"
8764,32,0,0,0,1,1,1,0,"BothMailers"
8765,38,0,1,0,1,1,0,0,"BothMailers"
8766,84,1,0,1,1,1,1,0,"HowToOnly"
8767,41,0,0,0,1,0,1,0,"HowToOnly"
8768,55,0,0,0,1,0,1,1,"Control"
8769,35,0,0,0,1,0,1,0,"BothMailers"
8770,26,1,1,0,1,1,1,1,"Control"
8771,19,0,0,1,1,0,1,1,"BothMailers"
8772,50,0,0,0,0,1,1,0,"HowToOnly"
8773,70,1,1,1,1,1,1,0,"BothMailers"
8774,50,0,0,0,0,1,1,0,"BothMailers"
8775,50,0,0,0,0,1,1,0,"Control"
8776,60,0,1,1,1,0,1,0,"HowToOnly"
8777,50,0,0,0,0,1,1,0,"BothMailers"
8778,50,0,0,0,0,1,1,0,"HowToOnly"
8779,50,0,0,0,0,1,1,1,"HowToOnly"
8780,50,0,0,0,0,1,1,0,"Control"
8781,50,0,0,0,0,1,1,0,"BothMailers"
8782,50,0,0,0,0,1,1,0,"HowToOnly"
8783,50,0,0,0,0,1,1,0,"BothMailers"
8784,62,1,1,1,1,0,1,0,"Control"
8785,23,0,0,0,0,0,1,0,"BothMailers"
8789,34,0,1,1,0,1,1,1,"HowToOnly"
8791,18,0,0,0,0,1,1,0,"BothMailers"
8792,29,0,0,0,1,1,0,0,"Control"
8793,37,1,1,0,1,0,1,0,"HowToOnly"
8794,33,0,0,1,1,0,1,0,"HowToOnly"
8795,33,1,1,1,1,0,1,0,"BothMailers"
8798,50,0,1,0,1,1,1,0,"HowToOnly"
8799,50,0,0,0,1,0,1,1,"BothMailers"
8800,76,1,0,0,0,1,1,0,"HowToOnly"
8801,50,0,1,0,1,1,1,0,"HowToOnly"
8802,37,1,1,0,1,1,1,0,"BothMailers"
8803,42,1,1,1,1,1,1,0,"BothMailers"
8804,65,0,0,0,0,1,1,0,"Control"
8805,48,0,1,0,1,0,1,0,"BothMailers"
8806,67,0,1,1,1,0,1,0,"BothMailers"
8807,38,0,0,0,1,1,1,0,"BothMailers"
8808,50,1,1,1,0,1,1,1,"HowToOnly"
8810,50,0,0,0,1,1,1,0,"BothMailers"
8813,39,1,1,1,0,1,0,1,"HowToOnly"
8814,24,0,0,0,1,1,1,0,"Control"
8816,79,1,1,1,1,0,1,1,"BothMailers"
8817,61,0,0,0,0,1,1,0,"Control"
