bl_id,vf_age,vf_vote_gen_12,vf_vote_gen_16,vf_vote_gen_18,vf_vote_gen_20,vf_female,vf_white,voted_2022,treat
34460,63,1,1,1,1,0,1,1,"BothMailers"
34461,61,0,0,0,1,0,1,0,"HowToOnly"
34462,37,1,1,1,1,0,1,1,"Control"
34463,56,1,1,1,1,0,1,1,"BothMailers"
34464,47,1,1,0,0,1,1,1,"BothMailers"
34465,53,0,0,0,0,1,1,0,"HowToOnly"
34467,60,1,1,1,1,1,1,1,"BothMailers"
34468,39,1,1,0,0,0,1,0,"Control"
34469,58,1,1,0,1,0,1,0,"HowToOnly"
34470,56,0,1,1,0,1,1,1,"Control"
34475,22,0,1,1,1,0,1,0,"HowToOnly"
34476,35,0,1,0,1,0,1,0,"HowToOnly"
34477,50,0,0,0,0,1,1,0,"HowToOnly"
34478,50,0,0,0,0,1,1,0,"HowToOnly"
34480,19,0,0,0,0,0,1,0,"Control"
34481,50,0,0,0,0,1,1,0,"HowToOnly"
34482,50,0,0,0,0,1,1,0,"BothMailers"
34483,50,0,0,0,0,1,1,0,"Control"
34484,50,0,0,0,0,1,1,0,"HowToOnly"
34486,50,0,0,0,0,1,1,1,"HowToOnly"
34488,50,0,0,0,0,1,1,0,"HowToOnly"
34489,50,0,0,0,0,1,1,1,"HowToOnly"
34492,50,0,0,0,0,1,1,0,"BothMailers"
34493,50,0,0,0,0,1,1,0,"Control"
34494,50,0,0,0,0,1,1,0,"BothMailers"
34495,50,0,0,0,0,1,1,0,"BothMailers"
34496,50,0,0,0,0,1,1,0,"BothMailers"
34497,50,0,0,0,0,1,1,0,"BothMailers"
34498,50,0,0,0,0,1,1,0,"BothMailers"
34499,50,0,0,0,0,1,1,0,"Control"
34500,50,0,0,0,0,1,1,0,"BothMailers"
34501,50,0,0,0,0,1,1,0,"HowToOnly"
34502,50,0,0,0,0,1,1,1,"HowToOnly"
34504,33,0,0,0,1,1,1,0,"Control"
34506,58,0,0,0,1,0,0,0,"Control"
34507,50,0,0,0,0,0,1,1,"BothMailers"
34508,22,0,0,1,1,1,1,0,"BothMailers"
34509,50,0,0,0,0,1,1,0,"HowToOnly"
34510,50,0,0,0,0,1,1,0,"Control"
34511,50,0,0,0,0,1,1,0,"HowToOnly"
34512,50,0,0,0,0,1,1,0,"Control"
34513,50,0,0,0,0,1,1,0,"HowToOnly"
34514,50,0,0,0,0,1,1,0,"Control"
34515,48,0,0,0,1,0,1,0,"Control"
34516,50,0,0,0,0,1,1,0,"Control"
34519,56,0,0,0,1,0,1,0,"HowToOnly"
34521,50,0,0,0,1,1,1,0,"HowToOnly"
34523,50,0,0,0,0,1,1,0,"BothMailers"
34524,50,0,0,0,0,1,1,0,"BothMailers"
34525,50,0,0,0,0,1,1,0,"BothMailers"
34526,50,0,0,0,0,1,1,0,"HowToOnly"
34529,50,0,0,0,0,1,1,0,"BothMailers"
34530,50,0,0,0,0,1,1,0,"HowToOnly"
34531,50,0,0,0,0,1,1,0,"HowToOnly"
34532,50,0,0,0,0,1,1,0,"HowToOnly"
34534,50,0,0,0,0,1,1,0,"HowToOnly"
34535,50,0,0,0,0,1,1,1,"HowToOnly"
34536,50,0,0,0,0,1,1,0,"HowToOnly"
34537,50,0,0,0,0,1,1,1,"HowToOnly"
34538,50,0,0,0,0,1,1,0,"BothMailers"
34541,50,0,0,0,0,1,1,0,"Control"
34542,33,1,0,0,1,0,1,0,"HowToOnly"
34543,19,0,0,0,1,0,1,0,"HowToOnly"
34544,49,1,1,0,1,1,1,0,"HowToOnly"
34545,49,1,1,0,0,1,1,1,"Control"
34546,37,0,0,0,1,0,1,0,"HowToOnly"
34547,56,0,0,0,0,1,1,0,"HowToOnly"
34548,76,1,1,1,1,1,1,1,"Control"
34549,71,1,1,1,0,1,1,1,"HowToOnly"
34550,46,0,1,1,1,0,1,1,"BothMailers"
34553,30,0,0,0,0,0,1,0,"HowToOnly"
34554,31,0,0,0,1,1,1,0,"Control"
34556,58,1,1,1,1,0,1,1,"HowToOnly"
34559,62,1,1,1,1,0,1,0,"BothMailers"
34560,43,1,0,0,0,0,1,0,"HowToOnly"
34561,37,0,0,1,0,1,1,0,"BothMailers"
34562,84,1,1,1,1,0,1,1,"BothMailers"
34563,62,1,0,1,1,1,1,0,"HowToOnly"
34564,56,0,0,0,1,1,1,1,"HowToOnly"
34565,87,0,0,0,0,1,1,0,"HowToOnly"
34566,61,0,0,1,1,1,1,1,"BothMailers"
34567,59,0,1,1,1,0,0,0,"BothMailers"
34568,74,0,1,1,1,1,1,0,"BothMailers"
34569,35,0,1,1,1,1,1,0,"Control"
34571,52,0,0,0,1,1,1,1,"BothMailers"
34572,63,0,0,0,1,1,1,0,"BothMailers"
34573,88,1,1,1,1,1,1,1,"BothMailers"
34574,70,0,1,1,1,1,1,1,"HowToOnly"
34575,27,0,1,0,1,1,1,0,"HowToOnly"
34577,38,0,0,0,0,1,1,1,"HowToOnly"
34578,55,0,1,1,0,0,1,0,"HowToOnly"
34579,78,1,1,1,0,0,1,0,"Control"
34580,71,0,1,0,0,1,1,0,"BothMailers"
34581,37,0,1,0,0,1,1,0,"BothMailers"
34582,27,0,1,1,1,0,1,1,"BothMailers"
34583,56,0,1,0,1,0,1,0,"HowToOnly"
34584,77,1,1,1,1,1,1,1,"BothMailers"
34585,23,0,1,1,1,0,1,0,"HowToOnly"
34586,68,1,0,0,1,0,1,1,"BothMailers"
34587,74,1,1,1,1,1,1,0,"BothMailers"
34588,25,0,1,0,1,1,1,0,"BothMailers"
34589,31,1,0,0,0,1,1,0,"BothMailers"
34590,22,0,1,0,0,1,1,1,"BothMailers"
34591,73,0,0,0,0,1,1,0,"HowToOnly"
34592,50,0,0,0,0,1,1,0,"BothMailers"
34593,50,0,0,0,0,0,1,1,"BothMailers"
34594,55,0,0,0,0,1,1,0,"Control"
34595,43,0,1,0,0,1,0,0,"BothMailers"
34598,40,0,1,0,0,1,1,0,"Control"
34601,69,0,0,0,1,0,1,1,"BothMailers"
34602,89,1,1,1,0,1,1,0,"HowToOnly"
34603,52,0,0,1,1,0,1,1,"HowToOnly"
34606,54,1,1,1,1,1,1,1,"HowToOnly"
34607,34,1,1,1,1,1,1,1,"Control"
34608,50,0,0,0,1,0,1,0,"BothMailers"
34609,38,0,1,1,0,0,1,1,"HowToOnly"
34610,71,0,1,1,1,1,1,0,"Control"
34611,21,0,0,0,1,0,1,0,"BothMailers"
34612,47,0,0,0,1,1,1,1,"BothMailers"
34616,74,0,0,0,1,1,1,0,"Control"
34618,59,1,1,0,1,1,1,1,"BothMailers"
34619,61,0,0,0,1,0,1,0,"HowToOnly"
34620,58,1,1,0,1,1,1,1,"BothMailers"
34622,30,1,0,0,1,1,0,0,"Control"
34623,43,1,1,0,1,0,1,0,"BothMailers"
34624,33,1,1,1,1,1,1,1,"HowToOnly"
34626,89,0,0,0,0,1,1,0,"BothMailers"
34627,22,0,0,0,1,1,1,1,"Control"
34628,35,1,0,0,0,0,1,0,"HowToOnly"
34629,56,0,1,1,0,1,1,0,"HowToOnly"
34630,40,1,1,0,1,1,1,0,"HowToOnly"
34631,50,0,1,0,0,1,1,1,"HowToOnly"
34632,42,1,1,1,1,0,1,1,"BothMailers"
34635,30,0,0,0,0,1,1,0,"HowToOnly"
34637,64,1,1,1,1,1,1,0,"Control"
34638,46,1,1,1,1,1,1,1,"HowToOnly"
34640,36,0,0,0,0,1,1,1,"HowToOnly"
34641,35,0,1,0,1,1,1,0,"HowToOnly"
34642,26,1,0,1,1,1,1,1,"BothMailers"
34643,84,1,1,1,1,1,1,1,"Control"
34644,53,0,0,0,0,1,1,0,"BothMailers"
34645,80,1,0,1,1,0,1,1,"BothMailers"
34646,75,1,1,1,1,1,1,0,"HowToOnly"
34647,31,0,1,1,1,1,1,1,"BothMailers"
34648,50,0,0,0,0,1,1,0,"HowToOnly"
34649,50,0,0,0,0,1,1,0,"HowToOnly"
34650,50,0,0,0,0,1,1,0,"Control"
34651,50,0,0,0,0,1,1,0,"BothMailers"
34652,50,0,0,0,0,1,1,0,"HowToOnly"
34653,50,0,0,0,0,1,1,1,"BothMailers"
34654,50,0,0,0,0,1,1,1,"HowToOnly"
34655,50,0,0,0,0,1,1,1,"HowToOnly"
34656,50,0,0,0,0,1,1,0,"HowToOnly"
34657,50,0,0,0,0,1,1,0,"HowToOnly"
34658,50,0,0,0,0,1,1,0,"BothMailers"
34660,50,0,0,0,0,1,1,0,"HowToOnly"
34661,50,0,0,0,0,1,1,0,"HowToOnly"
34662,50,0,0,0,0,1,1,0,"HowToOnly"
34664,50,0,0,0,0,1,1,0,"BothMailers"
34665,50,0,0,0,0,1,1,0,"HowToOnly"
34666,50,0,0,0,0,1,1,1,"BothMailers"
34668,50,0,0,0,0,1,1,0,"Control"
34671,50,0,0,0,0,1,1,0,"BothMailers"
34672,50,0,0,0,0,1,1,0,"BothMailers"
34674,50,0,0,0,0,1,1,0,"HowToOnly"
34676,50,0,0,0,0,1,1,0,"Control"
34677,50,0,0,0,0,1,1,0,"HowToOnly"
34678,50,0,0,0,0,1,1,1,"HowToOnly"
34679,50,0,0,0,0,1,1,0,"Control"
34680,50,0,0,0,0,1,1,1,"BothMailers"
34681,50,0,0,0,0,1,1,0,"Control"
34682,50,0,0,0,0,1,1,0,"BothMailers"
34683,50,0,0,0,0,1,1,1,"BothMailers"
34684,50,0,0,0,0,1,1,0,"HowToOnly"
34685,50,0,0,0,0,1,1,0,"BothMailers"
34686,50,0,0,0,0,1,1,0,"BothMailers"
34687,50,0,0,0,0,1,1,0,"BothMailers"
34688,50,0,0,0,0,1,1,0,"BothMailers"
34689,50,0,0,0,0,1,1,0,"BothMailers"
34690,50,0,0,0,0,1,1,0,"HowToOnly"
34692,32,0,1,0,1,1,1,0,"HowToOnly"
34693,45,0,0,1,1,0,1,0,"HowToOnly"
34695,18,0,0,0,0,1,1,0,"HowToOnly"
34696,61,0,1,0,0,0,1,0,"HowToOnly"
34697,52,1,1,0,1,1,1,0,"Control"
34703,40,1,0,0,0,1,1,1,"Control"
34704,42,0,0,1,1,1,1,1,"Control"
34705,34,0,1,1,1,1,1,0,"BothMailers"
34706,52,1,1,1,1,0,1,0,"HowToOnly"
34707,50,0,0,0,0,0,1,1,"BothMailers"
34708,71,1,1,1,1,1,1,0,"HowToOnly"
34710,50,0,0,0,0,1,1,0,"HowToOnly"
34711,52,1,1,0,1,1,1,0,"BothMailers"
34712,19,0,0,0,1,0,1,1,"HowToOnly"
34713,21,0,0,0,1,0,1,0,"HowToOnly"
34714,44,0,0,0,1,1,1,0,"BothMailers"
34715,39,1,1,1,1,0,1,0,"HowToOnly"
34717,71,0,1,1,1,0,1,1,"BothMailers"
34718,74,1,1,1,1,0,1,0,"HowToOnly"
34719,50,1,1,0,0,0,1,0,"BothMailers"
34720,35,0,0,0,1,1,1,0,"BothMailers"
34721,59,0,0,0,0,0,1,0,"BothMailers"
34725,50,1,1,1,1,0,1,0,"BothMailers"
34726,60,1,1,1,1,0,1,1,"Control"
34727,46,0,0,0,0,1,0,0,"HowToOnly"
34728,50,0,1,0,1,1,1,0,"HowToOnly"
34729,52,0,1,0,1,0,1,0,"BothMailers"
34730,42,1,1,0,0,0,1,0,"BothMailers"
34731,37,1,1,0,0,0,1,0,"BothMailers"
34734,30,0,0,0,0,0,1,0,"BothMailers"
34735,63,1,1,0,1,1,1,1,"BothMailers"
34736,63,1,1,1,1,1,1,1,"BothMailers"
34737,69,0,1,0,1,0,1,0,"BothMailers"
34738,57,1,1,1,1,0,1,1,"HowToOnly"
34740,75,1,1,1,1,1,1,0,"HowToOnly"
34741,74,0,0,0,1,0,1,0,"BothMailers"
34742,50,0,0,0,0,1,1,0,"BothMailers"
34743,50,0,0,0,0,1,1,0,"Control"
34744,50,0,0,0,0,1,1,0,"BothMailers"
34758,50,0,1,1,0,1,0,0,"HowToOnly"
34760,50,0,0,0,0,1,1,0,"HowToOnly"
34761,54,0,0,1,1,1,1,0,"HowToOnly"
34762,56,1,1,1,0,1,1,1,"HowToOnly"
34763,32,0,0,0,1,0,1,0,"HowToOnly"
34764,43,0,0,0,0,1,1,0,"HowToOnly"
34765,49,0,0,0,0,0,1,0,"HowToOnly"
34766,39,1,1,0,1,0,1,0,"BothMailers"
34767,72,1,1,1,1,0,1,1,"Control"
34768,77,0,0,0,1,1,1,1,"HowToOnly"
34769,38,0,0,0,1,0,1,1,"BothMailers"
34770,82,0,0,0,0,0,1,0,"HowToOnly"
34771,31,0,0,0,1,0,1,0,"Control"
34774,74,1,1,1,1,1,1,0,"BothMailers"
34775,55,0,0,0,1,0,1,1,"HowToOnly"
34776,28,1,1,0,1,1,1,0,"HowToOnly"
34777,55,0,0,0,0,1,1,1,"BothMailers"
34778,42,0,0,1,1,0,1,0,"BothMailers"
34779,73,0,0,0,1,1,1,0,"Control"
34780,54,1,1,0,1,1,1,0,"HowToOnly"
34781,51,0,1,0,1,0,1,1,"BothMailers"
34782,23,0,0,0,1,1,1,0,"HowToOnly"
34783,51,0,0,0,1,1,1,0,"HowToOnly"
34784,43,0,1,0,1,0,1,1,"HowToOnly"
34785,63,1,1,0,1,1,1,1,"Control"
34786,20,0,0,0,1,1,1,0,"Control"
34787,36,0,1,0,1,1,1,0,"HowToOnly"
34788,25,0,0,0,1,1,1,0,"BothMailers"
34790,59,0,0,0,1,1,1,1,"Control"
34791,24,0,0,0,1,1,1,0,"BothMailers"
34792,72,1,1,1,1,0,1,1,"Control"
34793,52,1,1,0,1,0,1,1,"BothMailers"
34794,42,0,0,0,1,1,1,0,"Control"
34795,50,0,0,0,1,0,1,1,"HowToOnly"
34796,74,0,1,1,1,1,1,0,"HowToOnly"
34798,30,0,0,0,1,1,1,0,"HowToOnly"
34799,50,1,1,0,1,1,1,0,"BothMailers"
34800,32,1,1,0,1,0,1,0,"HowToOnly"
34801,62,1,1,1,1,0,1,0,"BothMailers"
34802,48,1,1,1,1,0,1,0,"BothMailers"
34804,42,1,1,1,1,0,1,0,"Control"
34805,37,0,1,1,1,0,1,0,"HowToOnly"
34806,61,1,0,1,1,1,1,0,"HowToOnly"
34808,79,0,0,1,1,0,1,1,"BothMailers"
34809,62,0,0,0,1,1,1,0,"Control"
34811,57,1,0,0,1,1,1,0,"HowToOnly"
34812,78,1,1,1,1,1,1,1,"BothMailers"
34816,73,0,0,0,1,1,1,0,"BothMailers"
34817,50,0,0,0,0,1,1,1,"BothMailers"
34818,50,0,0,0,0,1,1,1,"HowToOnly"
34821,89,1,1,1,1,1,1,1,"BothMailers"
34823,76,1,1,0,1,1,1,0,"Control"
34824,78,1,1,1,1,0,1,1,"BothMailers"
34825,50,1,1,1,1,0,1,1,"HowToOnly"
34826,59,0,1,0,1,1,1,1,"BothMailers"
34827,50,0,0,0,0,1,1,0,"BothMailers"
34828,50,0,0,0,0,1,1,0,"BothMailers"
34829,50,0,0,0,0,1,1,0,"HowToOnly"
34830,51,1,1,0,1,0,1,0,"BothMailers"
34832,52,0,0,0,0,1,1,0,"HowToOnly"
34833,93,0,0,0,0,0,1,0,"HowToOnly"
34834,44,0,1,1,1,1,1,0,"BothMailers"
34835,61,0,0,0,1,1,1,0,"Control"
34837,30,0,0,0,1,1,1,0,"HowToOnly"
34838,69,0,1,1,1,1,1,1,"BothMailers"
34839,57,1,1,1,1,0,1,0,"HowToOnly"
34841,34,1,1,1,1,1,1,0,"HowToOnly"
34842,37,0,1,0,0,1,1,1,"BothMailers"
34843,61,1,1,0,0,1,1,0,"BothMailers"
34844,33,0,0,0,0,0,1,0,"HowToOnly"
34846,50,1,0,0,0,1,1,0,"HowToOnly"
34847,49,0,0,0,1,0,1,1,"BothMailers"
34848,33,0,1,0,1,1,1,0,"HowToOnly"
34849,72,0,0,0,1,0,1,0,"BothMailers"
34851,68,0,0,0,1,1,1,0,"HowToOnly"
34852,50,0,1,0,1,1,1,0,"HowToOnly"
34853,76,0,1,1,1,0,1,1,"Control"
34854,58,1,1,1,1,0,1,0,"Control"
34855,50,0,1,0,0,1,1,0,"Control"
34856,66,0,0,0,1,1,1,0,"BothMailers"
34859,90,0,1,0,1,1,1,0,"Control"
34860,37,0,1,0,1,0,1,0,"Control"
34862,54,1,1,1,1,0,1,0,"Control"
34863,90,1,0,0,0,0,1,0,"HowToOnly"
34864,68,0,0,0,1,1,1,0,"HowToOnly"
34865,68,0,0,0,1,1,1,0,"Control"
34866,55,0,1,1,0,1,1,0,"Control"
34868,35,1,1,0,1,1,1,0,"BothMailers"
34869,46,1,1,1,1,0,1,0,"BothMailers"
34871,42,1,0,0,1,1,1,0,"BothMailers"
34872,75,1,1,0,0,1,1,1,"HowToOnly"
34874,50,0,0,0,0,1,1,0,"HowToOnly"
34876,50,0,0,0,0,1,1,0,"Control"
34877,50,0,0,0,0,1,1,1,"BothMailers"
34878,56,0,0,0,1,1,1,0,"BothMailers"
34881,34,0,0,1,1,1,1,0,"HowToOnly"
34882,37,1,1,1,1,1,1,1,"Control"
34884,50,0,1,1,1,0,1,1,"Control"
34886,50,1,1,0,0,0,1,0,"BothMailers"
34887,46,0,0,0,1,0,1,1,"Control"
34888,47,1,1,0,0,1,1,1,"HowToOnly"
34889,27,0,1,1,1,1,1,1,"Control"
34890,41,0,1,0,1,1,1,0,"HowToOnly"
34893,23,0,0,0,1,0,1,0,"Control"
34894,40,1,0,0,1,0,1,0,"BothMailers"
34895,95,0,0,0,0,0,1,0,"HowToOnly"
34896,34,0,1,0,0,1,1,0,"HowToOnly"
34897,50,0,0,0,0,1,1,0,"HowToOnly"
34898,37,0,1,0,1,0,1,0,"Control"
34900,51,0,1,0,1,1,1,0,"HowToOnly"
34901,20,0,0,0,1,1,1,0,"Control"
34902,66,0,1,0,0,0,1,0,"BothMailers"
34903,27,0,1,0,1,1,1,0,"HowToOnly"
34904,50,0,0,0,1,1,1,1,"BothMailers"
34905,67,1,1,1,1,0,1,1,"Control"
34906,50,1,1,1,1,0,1,1,"BothMailers"
34907,46,0,0,0,1,1,1,0,"HowToOnly"
34908,30,1,1,1,1,0,1,1,"Control"
34909,37,0,1,0,1,0,1,1,"HowToOnly"
34910,25,0,0,0,1,1,1,0,"BothMailers"
34912,57,1,1,1,1,1,0,1,"HowToOnly"
34915,41,1,1,0,0,1,1,0,"BothMailers"
34916,52,0,0,1,1,0,1,0,"BothMailers"
34918,34,1,1,1,0,1,1,0,"BothMailers"
34919,75,1,1,1,1,1,1,0,"HowToOnly"
34921,52,0,0,0,1,1,1,0,"Control"
34922,26,0,0,1,1,1,0,0,"HowToOnly"
34923,65,1,1,1,1,0,1,1,"BothMailers"
34924,29,0,1,1,1,0,1,1,"Control"
34925,30,1,0,0,0,0,1,0,"Control"
34926,56,1,1,0,0,1,1,0,"BothMailers"
34927,66,1,1,0,1,0,1,0,"BothMailers"
34928,22,0,0,1,1,1,1,0,"HowToOnly"
34929,39,1,1,1,1,0,1,1,"BothMailers"
34931,77,1,1,1,1,1,1,1,"HowToOnly"
34933,37,0,1,0,1,1,1,0,"BothMailers"
34934,30,1,1,0,1,1,1,1,"HowToOnly"
34935,71,1,1,1,1,1,1,1,"BothMailers"
34936,38,0,1,0,0,1,1,0,"BothMailers"
34937,67,1,0,0,1,0,1,0,"HowToOnly"
34938,21,0,0,0,1,1,1,0,"BothMailers"
34939,37,1,1,1,1,1,0,1,"Control"
34941,30,0,1,1,1,1,1,1,"HowToOnly"
34942,74,0,1,0,1,0,1,0,"BothMailers"
34945,68,1,1,0,1,0,1,0,"HowToOnly"
34947,30,0,0,0,0,1,1,0,"Control"
34949,28,0,1,0,0,0,1,1,"BothMailers"
34950,66,0,0,1,1,1,1,1,"Control"
34952,32,1,1,0,0,1,1,0,"HowToOnly"
34953,69,1,1,1,1,1,1,1,"BothMailers"
34954,72,1,1,1,1,1,1,1,"Control"
34955,32,0,1,1,1,0,1,1,"BothMailers"
34958,45,0,0,0,1,1,1,0,"BothMailers"
34959,78,1,1,1,1,0,1,1,"BothMailers"
34960,21,0,0,0,1,1,1,0,"BothMailers"
34962,51,1,1,1,1,0,0,0,"BothMailers"
34963,51,1,1,1,1,0,1,0,"Control"
34964,40,0,0,0,1,0,1,1,"BothMailers"
34966,88,1,1,0,1,1,1,0,"HowToOnly"
34968,63,0,0,0,1,0,0,0,"Control"
34971,56,0,1,1,0,1,1,1,"BothMailers"
34972,60,0,0,0,0,0,1,0,"HowToOnly"
34973,63,0,1,1,0,0,1,0,"BothMailers"
34974,72,1,1,1,0,0,1,1,"HowToOnly"
34975,67,0,1,1,0,1,0,1,"HowToOnly"
34976,36,0,1,0,0,1,1,0,"BothMailers"
34977,54,1,1,1,1,1,1,0,"HowToOnly"
34980,31,0,1,0,0,0,1,0,"BothMailers"
34983,66,0,1,1,0,1,1,1,"HowToOnly"
34984,78,1,1,0,1,0,1,0,"BothMailers"
34985,65,1,1,1,1,1,1,1,"BothMailers"
34986,42,0,1,0,0,0,1,0,"BothMailers"
34987,46,1,1,0,0,1,0,0,"HowToOnly"
34988,61,1,1,1,1,1,1,1,"Control"
34989,71,1,1,1,1,0,1,1,"BothMailers"
34990,57,0,1,0,1,1,1,0,"Control"
34991,66,0,1,1,1,1,1,1,"Control"
34992,23,0,1,1,1,1,1,0,"Control"
34993,78,1,1,0,1,0,1,1,"BothMailers"
34994,68,0,0,0,1,1,1,1,"HowToOnly"
34995,34,0,0,1,1,0,1,1,"BothMailers"
34998,58,0,1,1,1,0,1,1,"HowToOnly"
34999,38,1,0,0,1,1,1,0,"HowToOnly"
35000,75,0,0,0,1,0,1,0,"BothMailers"
35001,69,0,0,0,1,1,1,1,"BothMailers"
35002,71,1,1,1,0,1,1,1,"BothMailers"
35006,62,1,1,1,1,0,1,1,"HowToOnly"
35009,63,0,1,0,1,0,0,1,"BothMailers"
35010,37,0,0,1,0,0,1,0,"BothMailers"
35012,80,1,0,1,1,0,1,1,"Control"
35013,32,1,1,1,1,1,1,1,"HowToOnly"
35015,30,0,1,0,0,1,1,0,"Control"
35016,63,1,1,1,1,1,1,1,"HowToOnly"
35017,58,0,1,0,1,1,1,0,"HowToOnly"
35018,92,1,1,0,1,1,1,1,"HowToOnly"
35019,54,0,0,0,1,1,1,1,"Control"
35020,75,0,0,1,1,0,0,1,"BothMailers"
35021,50,0,0,0,1,1,1,1,"HowToOnly"
35023,28,0,1,0,0,0,0,1,"HowToOnly"
35025,83,1,1,0,1,1,1,1,"Control"
35027,61,0,0,1,0,1,1,0,"HowToOnly"
35029,50,0,0,0,0,0,1,0,"Control"
35030,50,1,1,1,1,1,1,1,"BothMailers"
35031,99,1,1,1,1,1,1,0,"BothMailers"
35032,57,1,1,0,1,0,1,1,"BothMailers"
35033,50,0,0,0,1,0,1,0,"BothMailers"
35034,57,0,1,0,0,1,1,0,"Control"
35035,32,1,1,1,1,1,1,0,"Control"
35036,79,1,1,1,1,1,1,1,"BothMailers"
35038,31,0,1,0,1,0,1,0,"HowToOnly"
35041,76,1,1,0,1,1,1,0,"BothMailers"
35043,65,1,1,1,1,1,1,0,"Control"
35044,54,1,1,1,1,1,1,1,"HowToOnly"
35045,32,0,1,1,1,1,1,0,"Control"
35046,76,0,0,0,0,0,1,0,"BothMailers"
35047,21,0,0,0,0,1,1,0,"BothMailers"
35048,41,0,0,0,0,1,1,1,"BothMailers"
35049,65,0,1,1,1,0,1,0,"Control"
35050,53,0,0,0,0,0,1,0,"BothMailers"
35051,39,0,0,0,1,0,1,0,"HowToOnly"
35052,26,0,0,0,1,1,1,1,"HowToOnly"
35053,21,0,0,0,1,0,1,1,"Control"
35055,33,1,1,1,1,0,1,1,"HowToOnly"
35056,50,0,0,0,0,1,1,0,"BothMailers"
35057,50,0,0,0,0,1,1,1,"BothMailers"
35058,50,0,0,0,0,1,1,1,"HowToOnly"
35060,50,0,0,0,0,1,1,1,"Control"
35061,50,0,0,0,0,1,1,0,"Control"
35062,26,0,1,0,1,0,1,1,"HowToOnly"
35063,65,0,1,0,1,1,1,0,"HowToOnly"
35064,31,0,0,1,1,1,1,0,"Control"
35065,63,0,1,1,1,1,1,1,"Control"
35066,36,1,1,1,1,0,1,1,"HowToOnly"
35069,77,0,1,0,0,1,1,1,"HowToOnly"
35070,58,1,1,0,0,0,1,0,"HowToOnly"
35071,30,1,1,1,1,1,1,0,"BothMailers"
35072,28,1,0,1,1,1,0,0,"BothMailers"
35073,38,1,1,1,1,0,1,0,"HowToOnly"
35077,65,1,1,1,1,0,1,1,"HowToOnly"
35078,56,1,1,1,1,0,1,1,"HowToOnly"
35079,80,1,1,1,1,1,1,0,"BothMailers"
35080,26,0,0,0,1,1,1,0,"HowToOnly"
35081,63,0,1,1,1,1,1,0,"HowToOnly"
35082,87,0,0,0,1,1,1,0,"HowToOnly"
35083,42,0,1,1,1,0,1,0,"BothMailers"
35084,46,1,1,0,0,1,1,1,"Control"
35085,50,0,0,0,1,1,1,0,"HowToOnly"
35086,68,1,1,1,1,1,1,1,"HowToOnly"
35087,32,1,0,0,0,0,1,0,"BothMailers"
35088,75,0,1,0,0,1,1,0,"BothMailers"
35089,50,0,0,0,0,1,1,0,"HowToOnly"
35090,64,0,0,0,1,0,1,0,"HowToOnly"
35091,50,0,0,0,0,1,1,0,"BothMailers"
35092,74,0,1,0,0,0,1,0,"Control"
35093,47,1,0,0,0,1,1,0,"Control"
35094,41,0,0,1,0,1,1,1,"HowToOnly"
35096,50,0,1,0,0,1,1,0,"BothMailers"
35097,67,0,1,1,1,1,1,0,"BothMailers"
35098,47,0,0,0,1,1,1,0,"BothMailers"
35101,37,1,1,1,1,1,1,0,"BothMailers"
35102,60,0,0,0,1,1,1,0,"HowToOnly"
35103,47,1,1,1,1,0,1,0,"HowToOnly"
35104,42,1,1,0,1,0,1,0,"HowToOnly"
35105,26,0,0,0,1,1,1,0,"BothMailers"
35106,79,0,0,1,1,0,1,1,"BothMailers"
35107,45,0,0,0,1,1,1,1,"BothMailers"
35108,68,1,1,0,1,1,1,0,"HowToOnly"
35110,63,1,1,1,1,1,1,0,"BothMailers"
35112,50,0,1,1,1,0,1,0,"BothMailers"
35113,89,1,1,0,1,0,1,0,"BothMailers"
35114,52,1,1,0,1,1,1,0,"BothMailers"
35115,33,1,1,1,1,0,1,0,"BothMailers"
35116,35,0,1,1,1,0,1,0,"HowToOnly"
35118,58,0,1,0,1,1,1,0,"BothMailers"
35119,71,0,0,0,1,0,1,0,"BothMailers"
35120,79,1,1,1,1,0,1,0,"BothMailers"
35121,23,0,1,0,1,1,1,0,"Control"
35123,50,0,1,1,1,1,1,0,"Control"
35124,25,0,0,0,1,0,1,0,"BothMailers"
35125,53,0,1,1,1,1,1,0,"BothMailers"
35126,28,1,1,0,1,1,1,0,"HowToOnly"
35128,64,0,0,0,1,1,1,1,"BothMailers"
35129,87,0,1,0,0,0,1,0,"BothMailers"
35130,58,0,0,1,1,0,1,0,"HowToOnly"
35131,35,0,1,1,1,1,1,1,"BothMailers"
35134,92,1,0,0,1,1,1,0,"HowToOnly"
35135,50,0,1,1,1,1,1,0,"BothMailers"
35136,29,1,0,0,1,1,1,0,"BothMailers"
35137,63,1,1,0,0,0,1,0,"Control"
35138,59,0,0,0,1,1,1,0,"HowToOnly"
35139,91,1,1,1,1,0,1,1,"BothMailers"
35141,31,1,1,0,1,1,1,1,"HowToOnly"
35142,75,1,0,0,1,0,1,0,"BothMailers"
35143,50,0,0,0,0,1,1,0,"Control"
35144,50,0,0,0,0,1,1,0,"HowToOnly"
35145,65,0,0,0,1,0,1,1,"BothMailers"
35146,49,1,1,1,1,1,0,1,"BothMailers"
35147,73,0,1,1,0,0,1,0,"BothMailers"
35148,50,0,1,0,0,0,1,0,"BothMailers"
35149,28,1,1,0,0,0,1,0,"HowToOnly"
